2017/18-1,Lab,LCS,1/15/2018,Anion,Chloride,n/a,=,9.94,mg/L,EPA 300.0,0.1,0.5
2017/18-1,Lab,LCS|| rec,1/15/2018,Anion,Chloride,n/a,=,99,%,EPA 300.0,-88,-88
2017/18-1,Lab,method blank,1/15/2018,Anion,Chloride,n/a,<,0.1,mg/L,EPA 300.0,0.1,0.5
2017/18-1,ME-SCR,matrix spike,1/15/2018,Anion,Chloride,n/a,=,357,mg/L,EPA 300.0,1,5
2017/18-1,ME-SCR,matrix spike dup,1/15/2018,Anion,Chloride,n/a,=,357,mg/L,EPA 300.0,1,5
2017/18-1,ME-SCR,matrix spike dup|| rec,1/15/2018,Anion,Chloride,n/a,=,159,%,EPA 300.0,-88,-88
2017/18-1,ME-SCR,matrix spike|| rec,1/15/2018,Anion,Chloride,n/a,=,159,%,EPA 300.0,-88,-88
2017/18-1,ME-SCR,matrix spike|| RPD,1/15/2018,Anion,Chloride,n/a,=,0.008,%,EPA 300.0,-88,-88
2017/18-1,ME-VR2,matrix spike,1/15/2018,Anion,Chloride,n/a,=,164,mg/L,EPA 300.0,1,5
2017/18-1,ME-VR2,matrix spike dup,1/15/2018,Anion,Chloride,n/a,=,164,mg/L,EPA 300.0,1,5
2017/18-1,ME-VR2,matrix spike dup|| rec,1/15/2018,Anion,Chloride,n/a,=,98,%,EPA 300.0,-88,-88
2017/18-1,ME-VR2,matrix spike|| rec,1/15/2018,Anion,Chloride,n/a,=,98,%,EPA 300.0,-88,-88
2017/18-1,ME-VR2,matrix spike|| RPD,1/15/2018,Anion,Chloride,n/a,=,0.07,%,EPA 300.0,-88,-88
2017/18-1,Lab,LCS,1/15/2018,Anion,Fluoride,n/a,=,0.98,mg/L,EPA 300.0,0.02,0.1
2017/18-1,Lab,LCS|| rec,1/15/2018,Anion,Fluoride,n/a,=,95,%,EPA 300.0,-88,-88
2017/18-1,Lab,method blank,1/15/2018,Anion,Fluoride,n/a,<,0.02,mg/L,EPA 300.0,0.02,0.1
2017/18-1,ME-SCR,matrix spike,1/15/2018,Anion,Fluoride,n/a,=,10.4,mg/L,EPA 300.0,0.2,1
2017/18-1,ME-SCR,matrix spike dup,1/15/2018,Anion,Fluoride,n/a,=,10.4,mg/L,EPA 300.0,0.2,1
2017/18-1,ME-SCR,matrix spike dup|| rec,1/15/2018,Anion,Fluoride,n/a,=,96,%,EPA 300.0,-88,-88
2017/18-1,ME-SCR,matrix spike|| rec,1/15/2018,Anion,Fluoride,n/a,=,96,%,EPA 300.0,-88,-88
2017/18-1,ME-SCR,matrix spike|| RPD,1/15/2018,Anion,Fluoride,n/a,=,0.5,%,EPA 300.0,-88,-88
2017/18-1,ME-VR2,matrix spike,1/15/2018,Anion,Fluoride,n/a,=,9.98,mg/L,EPA 300.0,0.2,1
2017/18-1,ME-VR2,matrix spike dup,1/15/2018,Anion,Fluoride,n/a,=,10.2,mg/L,EPA 300.0,0.2,1
2017/18-1,ME-VR2,matrix spike dup|| rec,1/15/2018,Anion,Fluoride,n/a,=,95,%,EPA 300.0,-88,-88
2017/18-1,ME-VR2,matrix spike|| rec,1/15/2018,Anion,Fluoride,n/a,=,93,%,EPA 300.0,-88,-88
2017/18-1,ME-VR2,matrix spike|| RPD,1/15/2018,Anion,Fluoride,n/a,=,2,%,EPA 300.0,-88,-88
2017/18-1,000NONPJ,matrix spike,1/17/2018,Anion,Perchlorate,n/a,=,9.25,µg/L,EPA 314.0,0.95,2
2017/18-1,000NONPJ,matrix spike|| rec,1/17/2018,Anion,Perchlorate,n/a,=,93,%,EPA 314.0,-88,-88
2017/18-1,000NONPJ,matrix spike dup,1/17/2018,Anion,Perchlorate,n/a,=,9.66,µg/L,EPA 314.0,0.95,2
2017/18-1,000NONPJ,matrix spike dup|| rec,1/17/2018,Anion,Perchlorate,n/a,=,97,%,EPA 314.0,-88,-88
2017/18-1,000NONPJ,matrix spike|| RPD,1/17/2018,Anion,Perchlorate,n/a,=,4,%,EPA 314.0,-88,-88
2017/18-1,000NONPJ,matrix spike,1/20/2018,Anion,Perchlorate,n/a,=,10.2,µg/L,EPA 314.0,0.95,2
2017/18-1,000NONPJ,matrix spike|| rec,1/20/2018,Anion,Perchlorate,n/a,=,102,%,EPA 314.0,-88,-88
