DRY-HUE3,2018-DRY,Dry,8/20/2018 2:30:00 PM,8/21/2018 9:30:00 AM,E. Coli,n/a,=,30760,MPN/100 mL,MMO-MUG,100,100,VCHCA
DRY-HUE3,2018-DRY,Dry,8/20/2018 2:30:00 PM,8/21/2018 9:30:00 AM,Total Coliform,n/a,=,155310,MPN/100 mL,MMO-MUG,100,100,VCHCA
DRY-HUE3,2018-DRY,Dry,8/20/2018 2:30:00 PM,8/24/2018 4:14:00 PM,Calcium,Total,=,360,mg/L,EPA 200.7,0.08,0.5,WKL
DRY-HUE3,2018-DRY,Dry,8/20/2018 2:30:00 PM,8/24/2018 4:14:00 PM,Magnesium,Total,=,252,mg/L,EPA 200.7,0.06,0.5,WKL
DRY-HUE3,2018-DRY,Dry,8/20/2018 2:30:00 PM,8/20/2018 2:30:00 PM,Conductivity,n/a,=,11040,µmhos/cm,Field Meter,-88,1,Field
DRY-HUE3,2018-DRY,Dry,8/20/2018 2:30:00 PM,8/20/2018 2:30:00 PM,Discharge,n/a,<,0.01,cfs,Field Estimate,-88,-88,Field
DRY-HUE3,2018-DRY,Dry,8/20/2018 2:30:00 PM,8/20/2018 2:30:00 PM,DO,n/a,=,2.3,%,Field Meter,-88,0.1,Field
DRY-HUE3,2018-DRY,Dry,8/20/2018 2:30:00 PM,8/20/2018 2:30:00 PM,DO,n/a,DNQ,0.15,mg/L,Field Meter,-88,0.3,Field
DRY-HUE3,2018-DRY,Dry,8/20/2018 2:30:00 PM,8/24/2018 4:14:00 PM,Hardness as CaCO3,Total,=,1940,mg/L,EPA 200.7,0.447,3.31,WKL
DRY-HUE3,2018-DRY,Dry,8/20/2018 2:30:00 PM,8/20/2018 2:30:00 PM,pH,n/a,=,7.39,pH Units,Field Meter,-88,0.01,Field
DRY-HUE3,2018-DRY,Dry,8/20/2018 2:30:00 PM,8/20/2018 2:30:00 PM,Salinity,n/a,=,5600,mg/L,Field Meter,-88,100,Field
DRY-HUE3,2018-DRY,Dry,8/20/2018 2:30:00 PM,8/20/2018 2:30:00 PM,Specific Conductance,n/a,=,10180,µmhos/cm,Field Meter,-88,1,Field
