2014/15-1,000NONPJ,matrix spike,11/6/2014,Anion,Chloride,n/a,=,146,mg/L,EPA 300.0,2.5,12
2014/15-1,000NONPJ,matrix spike,11/6/2014,Anion,Chloride,n/a,=,3.88,mg/L,EPA 300.0,0.1,0.5
2014/15-1,000NONPJ,matrix spike dup,11/6/2014,Anion,Chloride,n/a,=,3.86,mg/L,EPA 300.0,0.1,0.5
2014/15-1,000NONPJ,matrix spike dup,11/6/2014,Anion,Chloride,n/a,=,145,mg/L,EPA 300.0,2.5,12
2014/15-1,000NONPJ,matrix spike dup|| rec,11/6/2014,Anion,Chloride,n/a,=,99,%,EPA 300.0,-88,-88
2014/15-1,000NONPJ,matrix spike dup|| rec,11/6/2014,Anion,Chloride,n/a,=,93,%,EPA 300.0,-88,-88
2014/15-1,000NONPJ,matrix spike|| rec,11/6/2014,Anion,Chloride,n/a,=,94,%,EPA 300.0,-88,-88
2014/15-1,000NONPJ,matrix spike|| rec,11/6/2014,Anion,Chloride,n/a,=,100,%,EPA 300.0,-88,-88
2014/15-1,000NONPJ,matrix spike|| RPD,11/6/2014,Anion,Chloride,n/a,=,0.3,%,EPA 300.0,-88,-88
2014/15-1,000NONPJ,matrix spike|| RPD,11/6/2014,Anion,Chloride,n/a,=,0.5,%,EPA 300.0,-88,-88
2014/15-1,000NONPJ,matrix spike,11/7/2014,Anion,Chloride,n/a,=,47.4,mg/L,EPA 300.0,1,5
2014/15-1,000NONPJ,matrix spike|| rec,11/7/2014,Anion,Chloride,n/a,=,97,%,EPA 300.0,-88,-88
2014/15-1,000NONPJ,matrix spike dup,11/7/2014,Anion,Chloride,n/a,=,47.6,mg/L,EPA 300.0,1,5
2014/15-1,000NONPJ,matrix spike dup|| rec,11/7/2014,Anion,Chloride,n/a,=,98,%,EPA 300.0,-88,-88
2014/15-1,000NONPJ,matrix spike|| RPD,11/7/2014,Anion,Chloride,n/a,=,0.5,%,EPA 300.0,-88,-88
2014/15-1,000NONPJ,matrix spike,11/7/2014,Anion,Chloride,n/a,=,49.3,mg/L,EPA 300.0,1,5
2014/15-1,000NONPJ,matrix spike|| rec,11/7/2014,Anion,Chloride,n/a,=,96,%,EPA 300.0,-88,-88
2014/15-1,000NONPJ,matrix spike dup,11/7/2014,Anion,Chloride,n/a,=,49.3,mg/L,EPA 300.0,1,5
2014/15-1,000NONPJ,matrix spike dup|| rec,11/7/2014,Anion,Chloride,n/a,=,96,%,EPA 300.0,-88,-88
2014/15-1,000NONPJ,matrix spike|| RPD,11/7/2014,Anion,Chloride,n/a,=,0.1,%,EPA 300.0,-88,-88
2014/15-1,Lab,LCS,11/6/2014,Anion,Chloride,n/a,=,3.74,mg/L,EPA 300.0,0.1,0.5
2014/15-1,Lab,LCS|| rec,11/6/2014,Anion,Chloride,n/a,=,94,%,EPA 300.0,-88,-88
2014/15-1,Lab,method blank,11/6/2014,Anion,Chloride,n/a,<,0.1,mg/L,EPA 300.0,0.1,0.5
2014/15-1,Lab,method blank,11/7/2014,Anion,Chloride,n/a,<,0.1,mg/L,EPA 300.0,0.1,0.5
2014/15-1,Lab,LCS,11/7/2014,Anion,Chloride,n/a,=,3.75,mg/L,EPA 300.0,0.1,0.5
2014/15-1,Lab,LCS|| rec,11/7/2014,Anion,Chloride,n/a,=,94,%,EPA 300.0,-88,-88
2014/15-1,000NONPJ,matrix spike,11/6/2014,Anion,Fluoride,n/a,=,51.4,mg/L,EPA 300.0,0.5,2.5
2014/15-1,000NONPJ,matrix spike,11/6/2014,Anion,Fluoride,n/a,=,2.12,mg/L,EPA 300.0,0.02,0.1
2014/15-1,000NONPJ,matrix spike dup,11/6/2014,Anion,Fluoride,n/a,=,51.4,mg/L,EPA 300.0,0.5,2.5
2014/15-1,000NONPJ,matrix spike dup,11/6/2014,Anion,Fluoride,n/a,=,2.12,mg/L,EPA 300.0,0.02,0.1
2014/15-1,000NONPJ,matrix spike dup|| rec,11/6/2014,Anion,Fluoride,n/a,=,106,%,EPA 300.0,-88,-88
2014/15-1,000NONPJ,matrix spike dup|| rec,11/6/2014,Anion,Fluoride,n/a,=,103,%,EPA 300.0,-88,-88
2014/15-1,000NONPJ,matrix spike|| rec,11/6/2014,Anion,Fluoride,n/a,=,103,%,EPA 300.0,-88,-88
2014/15-1,000NONPJ,matrix spike|| rec,11/6/2014,Anion,Fluoride,n/a,=,106,%,EPA 300.0,-88,-88
2014/15-1,000NONPJ,matrix spike|| RPD,11/6/2014,Anion,Fluoride,n/a,=,0.3,%,EPA 300.0,-88,-88
2014/15-1,000NONPJ,matrix spike|| RPD,11/6/2014,Anion,Fluoride,n/a,=,0.1,%,EPA 300.0,-88,-88
