2011/12-1,000NONPJ,matrix spike,10/11/2011,Anion,Chloride,n/a,=,377,mg/L,EPA 300.0,5,25
2011/12-1,000NONPJ,matrix spike,10/11/2011,Anion,Chloride,n/a,=,327,mg/L,EPA 300.0,5,25
2011/12-1,000NONPJ,matrix spike dup,10/11/2011,Anion,Chloride,n/a,=,374,mg/L,EPA 300.0,5,25
2011/12-1,000NONPJ,matrix spike dup,10/11/2011,Anion,Chloride,n/a,=,327,mg/L,EPA 300.0,5,25
2011/12-1,000NONPJ,matrix spike dup|| rec,10/11/2011,Anion,Chloride,n/a,=,100,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike dup|| rec,10/11/2011,Anion,Chloride,n/a,=,101,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike|| rec,10/11/2011,Anion,Chloride,n/a,=,102,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike|| rec,10/11/2011,Anion,Chloride,n/a,=,100,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike|| RPD,10/11/2011,Anion,Chloride,n/a,=,0.8,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike|| RPD,10/11/2011,Anion,Chloride,n/a,=,0,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike,10/12/2011,Anion,Chloride,n/a,=,385,mg/L,EPA 300.0,1,5
2011/12-1,000NONPJ,matrix spike,10/12/2011,Anion,Chloride,n/a,=,555,mg/L,EPA 300.0,1,5
2011/12-1,000NONPJ,matrix spike dup,10/12/2011,Anion,Chloride,n/a,=,556,mg/L,EPA 300.0,1,5
2011/12-1,000NONPJ,matrix spike dup,10/12/2011,Anion,Chloride,n/a,=,386,mg/L,EPA 300.0,1,5
2011/12-1,000NONPJ,matrix spike dup|| rec,10/12/2011,Anion,Chloride,n/a,=,95,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike dup|| rec,10/12/2011,Anion,Chloride,n/a,=,98,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike|| rec,10/12/2011,Anion,Chloride,n/a,=,97,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike|| rec,10/12/2011,Anion,Chloride,n/a,=,92,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike|| RPD,10/12/2011,Anion,Chloride,n/a,=,0.1,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike|| RPD,10/12/2011,Anion,Chloride,n/a,=,0.2,%,EPA 300.0,-88,-88
2011/12-1,Lab,LCS,10/11/2011,Anion,Chloride,n/a,=,4.28,mg/L,EPA 300.0,0.1,0.5
2011/12-1,Lab,LCS|| rec,10/11/2011,Anion,Chloride,n/a,=,107,%,EPA 300.0,-88,-88
2011/12-1,Lab,method blank,10/11/2011,Anion,Chloride,n/a,DNQ,0.197,mg/L,EPA 300.0,0.1,0.5
2011/12-1,Lab,LCS,10/12/2011,Anion,Chloride,n/a,=,3.8,mg/L,EPA 300.0,0.1,0.5
2011/12-1,Lab,LCS|| rec,10/12/2011,Anion,Chloride,n/a,=,95,%,EPA 300.0,-88,-88
2011/12-1,Lab,method blank,10/12/2011,Anion,Chloride,n/a,DNQ,0.117,mg/L,EPA 300.0,0.1,0.5
2011/12-1,000NONPJ,matrix spike,10/11/2011,Anion,Fluoride,n/a,=,103,mg/L,EPA 300.0,1,5
2011/12-1,000NONPJ,matrix spike,10/11/2011,Anion,Fluoride,n/a,=,101,mg/L,EPA 300.0,1,5
2011/12-1,000NONPJ,matrix spike dup,10/11/2011,Anion,Fluoride,n/a,=,103,mg/L,EPA 300.0,1,5
2011/12-1,000NONPJ,matrix spike dup,10/11/2011,Anion,Fluoride,n/a,=,103,mg/L,EPA 300.0,1,5
2011/12-1,000NONPJ,matrix spike dup|| rec,10/11/2011,Anion,Fluoride,n/a,=,102,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike dup|| rec,10/11/2011,Anion,Fluoride,n/a,=,103,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike|| rec,10/11/2011,Anion,Fluoride,n/a,=,101,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike|| rec,10/11/2011,Anion,Fluoride,n/a,=,102,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike|| RPD,10/11/2011,Anion,Fluoride,n/a,=,0.2,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike|| RPD,10/11/2011,Anion,Fluoride,n/a,=,2,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike,10/12/2011,Anion,Fluoride,n/a,=,18.7,mg/L,EPA 300.0,0.2,1
2011/12-1,000NONPJ,matrix spike,10/12/2011,Anion,Fluoride,n/a,=,18.9,mg/L,EPA 300.0,0.2,1
2011/12-1,000NONPJ,matrix spike dup,10/12/2011,Anion,Fluoride,n/a,=,19.2,mg/L,EPA 300.0,0.2,1
2011/12-1,000NONPJ,matrix spike dup,10/12/2011,Anion,Fluoride,n/a,=,18.7,mg/L,EPA 300.0,0.2,1
2011/12-1,000NONPJ,matrix spike dup|| rec,10/12/2011,Anion,Fluoride,n/a,=,94,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike dup|| rec,10/12/2011,Anion,Fluoride,n/a,=,93,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike|| rec,10/12/2011,Anion,Fluoride,n/a,=,92,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike|| rec,10/12/2011,Anion,Fluoride,n/a,=,92,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike|| RPD,10/12/2011,Anion,Fluoride,n/a,=,1,%,EPA 300.0,-88,-88
2011/12-1,000NONPJ,matrix spike|| RPD,10/12/2011,Anion,Fluoride,n/a,=,0.3,%,EPA 300.0,-88,-88
2011/12-1,Lab,LCS,10/11/2011,Anion,Fluoride,n/a,=,2.17,mg/L,EPA 300.0,0.02,0.1
2011/12-1,Lab,LCS|| rec,10/11/2011,Anion,Fluoride,n/a,=,109,%,EPA 300.0,-88,-88
2011/12-1,Lab,method blank,10/11/2011,Anion,Fluoride,n/a,DNQ,0.041,mg/L,EPA 300.0,0.02,0.1
2011/12-1,Lab,LCS,10/12/2011,Anion,Fluoride,n/a,=,1.96,mg/L,EPA 300.0,0.02,0.1
2011/12-1,Lab,LCS|| rec,10/12/2011,Anion,Fluoride,n/a,=,98,%,EPA 300.0,-88,-88
