Exported from VCWPD Hydrologic Data Server
Requested: 04/24/2020 00:26:26
Requested daily rainfall totals for station: 506
Data Period: 2019-10-01 00:00 to 2020-10-01 00:00
Site Id: 506
Station Name: Wood Ranch - Sycamore Canyon Dam (Type B)
Latitude: 34° 15' 15.9" N
Longitude: 118° 47' 58.1" W
Elevation (ft): 810
Station Type: Non-Standard Recorder
VCWPD Zone: Zone 3 (Calleguas Creek)
NCDC Station Id: None

24 Hour Total Ending At,Rainfall (in),Code,Quality Code,Publish
10/01/2019 08:00,0,U,148,U
10/02/2019 08:00,0,U,148,U
10/03/2019 08:00,0,U,148,U
10/04/2019 08:00,0,U,148,U
10/05/2019 08:00,0,U,148,U
10/06/2019 08:00,0,U,148,U
10/07/2019 08:00,0,U,148,U
10/08/2019 08:00,0,U,148,U
10/09/2019 08:00,0,U,148,U
10/10/2019 08:00,0,U,148,U
10/11/2019 08:00,0,U,148,U
10/12/2019 08:00,0,U,148,U
10/13/2019 08:00,0,U,148,U
10/14/2019 08:00,0,U,148,U
10/15/2019 08:00,0,U,148,U
10/16/2019 08:00,0,U,148,U
10/17/2019 08:00,0,U,148,U
10/18/2019 08:00,0,U,148,U
10/19/2019 08:00,0,U,148,U
10/20/2019 08:00,0,U,148,U
10/21/2019 08:00,0,U,148,U
10/22/2019 08:00,0,U,148,U
10/23/2019 08:00,0,U,148,U
10/24/2019 08:00,0,U,148,U
10/25/2019 08:00,0,U,148,U
10/26/2019 08:00,0,U,148,U
10/27/2019 08:00,0,U,148,U
10/28/2019 08:00,0,U,148,U
10/29/2019 08:00,0,U,148,U
10/30/2019 08:00,0,U,148,U
10/31/2019 08:00,0,U,148,U
11/01/2019 08:00,0,U,148,U
11/02/2019 08:00,0,U,148,U
11/03/2019 08:00,0,U,148,U
11/04/2019 08:00,0,U,148,U
11/05/2019 08:00,0,U,148,U
11/06/2019 08:00,0,U,148,U
11/07/2019 08:00,0,U,148,U
11/08/2019 08:00,0,U,148,U
11/09/2019 08:00,0,U,148,U
11/10/2019 08:00,0,U,148,U
11/11/2019 08:00,0,U,148,U
11/12/2019 08:00,0,U,148,U
11/13/2019 08:00,0,U,148,U
11/14/2019 08:00,0,U,148,U
11/15/2019 08:00,0,U,148,U
11/16/2019 08:00,0,U,148,U
11/17/2019 08:00,0,U,148,U
11/18/2019 08:00,0,U,148,U
11/19/2019 08:00,0,U,148,U
11/20/2019 08:00,0,U,148,U
11/21/2019 08:00,0.079,U,148,U
11/22/2019 08:00,0,U,148,U
11/23/2019 08:00,0,U,148,U
11/24/2019 08:00,0,U,148,U
11/25/2019 08:00,0,U,148,U
11/26/2019 08:00,0,U,148,U
11/27/2019 08:00,0.511,U,148,U
11/28/2019 08:00,0.512,U,148,U
11/29/2019 08:00,0.944,U,148,U
11/30/2019 08:00,0.039,U,148,U
12/01/2019 08:00,0.039,U,148,U
12/02/2019 08:00,0,U,148,U
12/03/2019 08:00,0,U,148,U
12/04/2019 08:00,0.708,U,148,U
12/05/2019 08:00,0.591,U,148,U
12/06/2019 08:00,0,U,148,U
12/07/2019 08:00,0.157,U,148,U
12/08/2019 08:00,0.079,U,148,U
12/09/2019 08:00,0.394,U,148,U
12/10/2019 08:00,0,U,148,U
12/11/2019 08:00,0,U,148,U
12/12/2019 08:00,0,U,148,U
12/13/2019 08:00,0,U,148,U
12/14/2019 08:00,0,U,148,U
12/15/2019 08:00,0,U,148,U
12/16/2019 08:00,0,U,148,U
12/17/2019 08:00,0,U,148,U
12/18/2019 08:00,0,U,148,U
12/19/2019 08:00,0,U,148,U
12/20/2019 08:00,0,U,148,U
12/21/2019 08:00,0,U,148,U
12/22/2019 08:00,0,U,148,U
12/23/2019 08:00,1.22,U,148,U
12/24/2019 08:00,0,U,148,U
12/25/2019 08:00,0,U,148,U
12/26/2019 08:00,2.638,U,148,U
12/27/2019 08:00,0,U,148,U
12/28/2019 08:00,0,U,148,U
12/29/2019 08:00,0,U,148,U
12/30/2019 08:00,0,U,148,U
12/31/2019 08:00,0,U,148,U
01/01/2020 08:00,0,U,148,U
01/02/2020 08:00,0,U,148,U
01/03/2020 08:00,0,U,148,U
01/04/2020 08:00,0,U,148,U
01/05/2020 08:00,0,U,148,U
01/06/2020 08:00,0,U,148,U
01/07/2020 08:00,0,U,148,U
01/08/2020 08:00,0,U,148,U
01/09/2020 08:00,0,U,148,U
01/10/2020 08:00,0,U,148,U
01/11/2020 08:00,0,U,148,U
01/12/2020 08:00,0,U,148,U
01/13/2020 08:00,0,U,148,U
01/14/2020 08:00,0,U,148,U
01/15/2020 08:00,0,U,148,U
01/16/2020 08:00,0,U,148,U
01/17/2020 08:00,0.472,U,148,U
01/18/2020 08:00,0,U,148,U
01/19/2020 08:00,0,U,148,U
01/20/2020 08:00,0,U,148,U
01/21/2020 08:00,0.079,U,148,U
01/22/2020 08:00,0,U,148,U
01/23/2020 08:00,0,U,148,U
01/24/2020 08:00,0,U,148,U
01/25/2020 08:00,0,U,148,U
01/26/2020 08:00,0,U,148,U
01/27/2020 08:00,0,U,148,U
01/28/2020 08:00,0,U,148,U
01/29/2020 08:00,0,U,148,U
01/30/2020 08:00,0,U,148,U
01/31/2020 08:00,0,U,148,U
02/01/2020 08:00,0,U,148,U
02/02/2020 08:00,0,U,148,U
02/03/2020 08:00,0,U,148,U
02/04/2020 08:00,0,U,148,U
02/05/2020 08:00,0,U,148,U
02/06/2020 08:00,0,U,148,U
02/07/2020 08:00,0,U,148,U
02/08/2020 08:00,0,U,148,U
02/09/2020 08:00,0,U,148,U
02/10/2020 08:00,0,U,148,U
02/11/2020 08:00,0,U,148,U
02/12/2020 08:00,0,U,148,U
02/13/2020 08:00,0,U,148,U
02/14/2020 08:00,0,U,148,U
02/15/2020 08:00,0,U,148,U
02/16/2020 08:00,0,U,148,U
02/17/2020 08:00,0,U,148,U
02/18/2020 08:00,0,U,148,U
02/19/2020 08:00,0,U,148,U
02/20/2020 08:00,0,U,148,U
02/21/2020 08:00,0,U,148,U
02/22/2020 08:00,0,U,148,U
02/23/2020 08:00,0,U,148,U
02/24/2020 08:00,0,U,148,U
02/25/2020 08:00,0,U,148,U
02/26/2020 08:00,0,U,148,U
02/27/2020 08:00,0,U,148,U
02/28/2020 08:00,0,U,148,U
02/29/2020 08:00,0,U,148,U
03/01/2020 08:00,0,U,148,U
03/02/2020 08:00,0,U,148,U
03/03/2020 08:00,0,M,151,U
Water Year 2020 Total,8.462

List of Quality Codes
Quality Code,Code,Description
148,U,Unverified Data
151,M,Missing data

List of Publication Codes
Publish Code,Description
A,Approved for publication
P,Preliminary - Subject to revision
U,Unverified Telemetry Data

Data that are not contained in the "Official Reports" are considered preliminary and subject to change until checked and evaluated. Ventura County does not guarantee the accuracy of these data. Use the download 'Official Reports' tab for official data.
